split,video,qid,type,gold_spans,gold_duration_s,duration_bucket,anchor_t,used_clip_anchor,anchor_in_gold,fwd_peak1_t,fwd_peak1_in_gold,fwd_peak2_t,fwd_peak2_in_gold,fwd_peak3_t,fwd_peak3_in_gold,bwd_peak1_t,bwd_peak1_in_gold,bwd_peak2_t,bwd_peak2_in_gold,bwd_peak3_t,bwd_peak3_in_gold,fwd_scene_t,fwd_scene_in_gold,bwd_scene_t,bwd_scene_in_gold,c3_next_survivor_t,c3_next_survivor_in_gold,c2_random_survivor_mean_in_gold,c2_n_draws,n_forward_peaks,dist_to_next_peak_s,n_survivors,n_peaks_in_video,n_retrieved,c1_fwd_1s_t,c1_fwd_2s_t,c1_fwd_3s_t,c1_fwd_5s_t,c1_fwd_1s_in_gold,c1_fwd_2s_in_gold,c1_fwd_3s_in_gold,c1_fwd_5s_in_gold,c1_bwd_1s_t,c1_bwd_2s_t,c1_bwd_3s_t,c1_bwd_5s_t,c1_bwd_1s_in_gold,c1_bwd_2s_in_gold,c1_bwd_3s_in_gold,c1_bwd_5s_in_gold
val_tune,3429509208,3,TN,"[[12.7, 15.6]]",2.9,2-5s,15.1401,True,True,,,,,,,15.015,True,14.26425,True,13.76375,True,15.598916666666666,True,13.847166666666666,True,,,,0,0,,51,22,4,16.0,16.0,16.0,16.0,False,False,False,False,14.1401,13.1401,12.1401,10.1401,True,True,False,False
val_tune,3477387686,2,TN,"[[30.0, 33.5]]",3.5,2-5s,54.5545,True,False,55.055,False,55.6556,False,56.056,False,54.054,False,53.6536,False,53.053,False,56.99026666666667,False,53.98726666666667,False,54.7547,False,0.0,20,25,0.5005,272,117,4,55.5545,56.5545,57.5545,59.5545,False,False,False,False,53.5545,52.5545,51.5545,49.5545,False,False,False,False
val_tune,2405940242,0,CW,"[[2.2, 13.9]]",11.7,>=10s,10.01,True,True,11.011,True,11.644,True,12.012,True,9.442,True,9.009,True,8.008,True,10.577350859453995,True,9.37613751263903,True,10.377,True,1.0,20,4,1.001,57,21,4,11.01,12.01,13.01,14.0,True,True,True,False,9.01,8.01,7.01,5.01,True,True,True,True
val_tune,7308042410,3,CW,"[[0.0, 11.2]]",11.2,>=10s,20.7541,True,False,21.054366666666667,False,22.055366666666668,False,23.056366666666666,False,20.053366666666665,False,19.452766666666665,False,19.052366666666668,False,21.087733333333333,False,20.053366666666665,False,20.954266666666665,False,0.0,20,19,0.3003,137,47,4,21.7541,22.7541,23.7541,25.7541,False,False,False,False,19.7541,18.7541,17.7541,15.7541,False,False,False,False
val_tune,8740703217,1,TN,"[[10.1, 15.9]]",5.8,5-10s,1.7351,True,False,2.0353666666666665,False,2.6359666666666666,False,3.036366666666667,False,1.0343666666666667,False,0.33366666666666667,False,,,3.036366666666667,False,0.0,False,1.9352666666666667,False,0.2,20,36,0.3003,82,38,4,2.7351,3.7351,4.7351,6.7351,False,False,False,False,0.7351,0.0,0.0,0.0,False,False,False,False
val_tune,3943634344,8,CH,"[[17.8, 20.4]]",2.6,2-5s,19.3193,True,True,20.02,True,20.8208,False,,,19.019,True,18.018,True,17.6176,False,20.9209,False,18.051366666666667,True,19.4194,True,0.5,20,2,0.7007,84,37,4,20.3193,21.0,21.0,21.0,True,False,False,False,18.3193,17.3193,16.3193,14.3193,True,False,False,False
val_tune,4815534482,7,CW,"[[67.3, 73.7]]",6.4,5-10s,74.28,True,False,74.4,False,75.6,False,76.08,False,73.2,True,72.0,True,70.8,True,75.16,False,73.76,False,74.4,False,0.0,20,18,0.12,300,119,4,75.28,76.28,77.28,79.28,False,False,False,False,73.28,72.28,71.28,69.28,True,True,True,True
val_tune,4584426085,1,TN,"[[71.9, 90.0]]",18.1,>=10s,67.8678,True,False,68.068,False,69.069,False,70.07,False,67.5675,False,67.067,False,66.5665,False,69.73633333333333,False,66.73333333333333,False,68.068,False,0.85,20,35,0.2002,360,141,4,68.8678,69.8678,70.8678,72.8678,False,False,False,True,66.8678,65.8678,64.8678,62.8678,False,False,False,False
val_tune,4263096481,0,CH,"[[0.2, 9.0]]",8.8,5-10s,11.011,True,False,11.6116,False,12.012,False,12.579233333333333,False,10.5105,False,10.01,False,9.5095,False,12.445766666666668,False,10.677333333333333,False,11.6116,False,0.0,20,18,0.6006,86,37,4,12.011,13.011,14.011,16.011,False,False,False,False,10.011,9.011,8.011,6.011,False,False,True,True
val_tune,7533369046,6,TC,"[[26.9, 30.2], [31.1, 32.2], [32.7, 33]]",4.7,2-5s,25.1667,True,False,26.291666666666668,False,27.541666666666668,True,28.166666666666668,True,25.041666666666668,False,24.541666666666668,False,23.791666666666668,False,26.416666666666668,False,23.791666666666668,False,25.291666666666668,False,0.8,20,8,1.125,108,40,4,26.1667,27.1667,28.1667,30.1667,False,True,True,True,24.1667,23.1667,22.1667,20.1667,False,False,False,False
val_tune,3711681535,1,CW,"[[30.5, 32.6]]",2.1,2-5s,4.004,True,False,4.6046,False,5.005,False,6.006,False,3.6036,False,3.003,False,2.5025,False,5.038366666666667,False,1.9352666666666667,False,4.6046,False,0.15,20,50,0.6006,144,58,4,5.004,6.004,7.004,9.004,False,False,False,False,3.004,2.004,1.004,0.0,False,False,False,False
val_tune,11871253306,4,CW,"[[3.7, 5.1]]",1.4,<2s,5.9726,True,False,6.006,False,7.040366666666666,False,8.008,False,5.572233333333333,False,5.038366666666667,True,4.004,True,10.443766666666667,False,5.338666666666667,False,6.006,False,0.0,20,68,0.0334,173,74,4,6.9726,7.9726,8.9726,10.9726,False,False,False,False,4.9726,3.9726,2.9726,0.9726,True,True,False,False
val_tune,5256928210,1,TC,"[[2.5, 20]]",17.5,>=10s,14.8148,True,True,15.015,True,15.5155,True,16.016,True,14.4144,True,14.014,True,13.013,True,14.948266666666667,True,14.247566666666668,True,15.015,True,0.95,20,9,0.2002,82,32,4,15.8148,16.8148,17.8148,19.8148,True,True,True,True,13.8148,12.8148,11.8148,9.8148,True,True,True,True
val_tune,4978714491,2,CW,"[[26.6, 33.7]]",7.1,5-10s,29.9633,True,True,30.03,True,31.031,True,31.898533333333333,True,29.496133333333333,True,29.029,True,28.561866666666667,True,35.96926666666667,False,28.1281,True,30.03,True,0.45,20,17,0.0667,160,66,4,30.9633,31.9633,32.9633,34.9633,True,True,True,False,28.9633,27.9633,26.9633,24.9633,True,True,True,False
val_tune,9293415110,2,CW,"[[0.1, 7.7], [82.0, 87.8]]",13.4,>=10s,9.0,True,False,9.5,False,10.416666666666666,False,11.0,False,8.5,False,7.708333333333333,False,7.0,True,11.666666666666666,False,6.333333333333333,True,9.083333333333334,False,0.1,20,56,0.5,227,61,4,10.0,11.0,12.0,14.0,False,False,False,False,8.0,7.0,6.0,4.0,False,True,True,True
val_tune,5445581571,2,TN,"[[16.7, 25.8]]",9.1,5-10s,23.9573,True,True,24.057366666666667,True,25.058366666666668,True,26.059366666666666,False,23.056366666666666,True,22.055366666666668,True,21.054366666666667,True,27.060366666666667,False,21.488133333333334,True,24.024,True,0.15,20,13,0.1001,130,49,4,24.9573,25.9573,26.9573,28.9573,True,False,False,False,22.9573,21.9573,20.9573,18.9573,True,True,True,True
val_tune,6624174621,0,TC,"[[0.1, 7.0]]",6.9,5-10s,16.2496,True,False,16.649966666666668,False,17.050366666666665,False,17.450766666666667,False,16.049366666666668,False,15.048366666666666,False,14.047366666666667,False,16.950266666666668,False,15.949266666666666,False,16.449766666666665,False,0.0,20,36,0.4004,163,61,4,17.2496,18.2496,19.2496,21.2496,False,False,False,False,15.2496,14.2496,13.2496,11.2496,False,False,False,False
val_tune,9088819598,5,TN,"[[11.4, 17.3]]",5.9,5-10s,1.5015,True,False,2.1688355021688355,False,2.9029029029029028,False,3.5035035035035036,False,0.9009009009009009,False,,,,,2.4357691024357693,False,1.0677344010677345,False,2.1021021021021022,False,0.3,20,26,0.6673,70,28,4,2.5015,3.5015,4.5015,6.5015,False,False,False,False,0.5015,0.0,0.0,0.0,False,False,False,False
val_tune,8464056582,5,TC,"[[17.6, 28.4]]",10.8,>=10s,17.1667,True,False,17.541666666666668,False,18.041666666666668,True,18.791666666666668,True,17.041666666666668,False,16.291666666666668,False,15.791666666666666,False,17.416666666666668,False,14.916666666666666,False,17.291666666666668,False,0.25,20,52,0.375,179,75,4,18.1667,19.1667,20.1667,22.1667,True,True,True,True,16.1667,15.1667,14.1667,12.1667,False,False,False,False
val_tune,9565310990,7,TN,"[[14.1, 18.5]]",4.4,2-5s,7.007,True,False,8.008008008008009,False,8.942275608942275,False,9.30930930930931,False,6.006006006006006,False,5.405405405405405,False,4.804804804804805,False,7.240573907240575,False,2.9362696029362696,False,7.07374040707374,False,0.1,20,40,1.001,125,50,4,8.007,9.007,10.007,12.007,False,False,False,False,6.007,5.007,4.007,2.007,False,False,False,False
val_tune,5635265624,2,CH,"[[8.8, 15.1]]",6.3,5-10s,17.4508,True,False,18.051366666666667,False,19.052366666666668,False,,,17.050366666666665,False,16.583233333333332,False,16.049366666666668,False,18.084733333333332,False,17.083733333333335,False,18.051366666666667,False,0.0,20,2,0.6006,79,30,4,18.4508,19.0,19.0,19.0,False,False,False,False,16.4508,15.4508,14.4508,12.4508,False,False,True,True
val_tune,5833145209,2,CW,"[[1.9, 4.2]]",2.3,2-5s,0.5005,True,False,1.0343666666666667,False,2.0353666666666665,True,2.469133333333333,True,0.23356666666666667,False,,,,,1.3346666666666667,False,0.0,False,1.0343666666666667,False,0.05,20,29,0.5339,68,30,4,1.5005,2.5005,3.5005,5.5005,False,True,True,False,0.0,0.0,0.0,0.0,False,False,False,False
val_tune,8464056582,4,TN,"[[0.5, 4.7]]",4.2,2-5s,12.4167,True,False,12.541666666666666,False,13.041666666666666,False,13.791666666666666,False,12.041666666666666,False,11.291666666666666,False,10.041666666666666,False,12.708333333333334,False,10.666666666666666,False,12.5,False,0.0,20,60,0.125,179,75,4,13.4167,14.4167,15.4167,17.4167,False,False,False,False,11.4167,10.4167,9.4167,7.4167,False,False,False,False
val_tune,3711681535,3,CW,"[[15.0, 21.2], [29.8, 32.3]]",8.7,5-10s,32.9996,True,False,33.033,False,34.034,False,34.56786666666667,False,32.032,True,31.5315,True,31.031,True,35.702333333333335,False,30.964266666666667,True,33.033,False,0.0,20,5,0.0334,144,58,4,33.9996,34.9996,35.9996,36.0,False,False,False,False,31.9996,30.9996,29.9996,27.9996,True,True,True,False
val_tune,3121571439,3,TN,"[[38.1, 40]]",1.9,<2s,1.7684,True,False,2.002,False,2.4024,False,3.003,False,1.001,False,,,,,1.8351666666666666,False,0.7340666666666666,False,1.8685333333333334,False,0.0,20,64,0.2336,163,65,4,2.7684,3.7684,4.7684,6.7684,False,False,False,False,0.7684,0.0,0.0,0.0,False,False,False,False
val_tune,7786283208,5,CH,"[[7.6, 10.7]]",3.1,2-5s,16.5499,True,False,17.050366666666665,False,17.650966666666665,False,18.051366666666667,False,16.049366666666668,False,15.048366666666666,False,14.647966666666667,False,18.151466666666668,False,15.048366666666666,False,16.649966666666668,False,0.0,20,7,0.5005,86,31,4,17.5499,18.5499,19.5499,21.0,False,False,False,False,15.5499,14.5499,13.5499,11.5499,False,False,False,False
val_tune,8064178441,7,TN,"[[65.3, 68.4]]",3.1,2-5s,74.3076,True,False,,,,,,,74.10736666666666,False,73.10636666666667,False,72.10536666666667,False,74.3743,False,74.00726666666667,False,,,,0,0,,298,105,4,74.0,74.0,74.0,74.0,False,False,False,False,73.3076,72.3076,71.3076,69.3076,False,False,False,False
val_tune,4217422838,4,TN,"[[0.4, 6.6]]",6.2,5-10s,40.9159,True,False,41.29125,False,41.79175,False,42.5425,False,40.5405,False,40.04,False,39.28925,False,42.125416666666666,False,38.45508333333333,False,41.29125,False,0.0,20,18,0.3754,169,72,4,41.9159,42.9159,43.9159,45.9159,False,False,False,False,39.9159,38.9159,37.9159,35.9159,False,False,False,False
val_tune,2793806282,12,TC,"[[60.8, 64]]",3.2,2-5s,17.684,True,False,18.018,False,18.551,False,19.019,False,17.017,False,16.549,False,16.016,False,17.78463094034378,False,17.1840242669363,False,17.884,False,0.0,20,58,0.334,259,85,4,18.684,19.684,20.684,22.684,False,False,False,False,16.684,15.684,14.684,12.684,False,False,False,False
val_tune,3524939594,2,TC,"[[2.9, 7.3]]",4.4,2-5s,2.5025,True,False,3.75375,True,4.379375,True,5.005,True,1.25125,False,,,,,11.428083333333333,False,0.0,False,3.3366666666666664,True,0.4,20,19,1.2513,59,21,4,3.5025,4.5025,5.5025,7.5025,True,True,True,False,1.5025,0.5025,0.0,0.0,False,False,False,False
val_tune,4138579400,6,TN,"[[1.8, 4.2]]",2.4,2-5s,1.6266,True,False,1.75175,False,2.5025,True,3.128125,True,1.25125,False,0.75075,False,,,2.043708333333333,True,0.5839166666666666,False,1.75175,False,0.05,20,29,0.1251,81,31,4,2.6266,3.6266,4.6266,6.6266,True,True,False,False,0.6266,0.0,0.0,0.0,False,False,False,False
val_tune,5328004991,9,TN,"[[9.4, 15.9]]",6.5,5-10s,11.011,True,True,12.012,True,13.013,True,13.6136,True,10.01,True,9.6096,True,9.009,False,11.144466666666666,True,9.175833333333333,False,11.2112,True,0.35,20,27,1.001,106,43,4,12.011,13.011,14.011,16.011,True,True,True,False,10.011,9.011,8.011,6.011,True,False,False,False
val_tune,2435633172,5,TC,"[[44.5, 52.7]]",8.2,5-10s,53.72,True,False,54.054,False,54.854,False,55.588,False,53.453,False,53.053,False,52.519,True,54.421638018200206,False,53.48736097067745,False,54.054,False,0.0,20,37,0.334,307,122,4,54.72,55.72,56.72,58.72,False,False,False,False,52.72,51.72,50.72,48.72,False,True,True,True
val_tune,6356067859,1,CW,"[[0.5, 3.4]]",2.9,2-5s,31.7651,True,False,32.06536666666667,False,33.06636666666667,False,34.067366666666665,False,31.66496666666667,False,31.06436666666667,False,30.663966666666667,False,33.06636666666667,False,30.964266666666667,False,31.865166666666667,False,0.0,20,5,0.3003,143,54,4,32.7651,33.7651,34.7651,36.0,False,False,False,False,30.7651,29.7651,28.7651,26.7651,False,False,False,False
val_tune,2503404966,6,TC,"[[12.6, 14.7]]",2.1,2-5s,22.9229,True,False,23.023,False,24.024,False,24.4244,False,22.5225,False,22.022,False,21.021,False,23.957266666666666,False,22.555866666666667,False,23.023,False,0.0,20,9,0.1001,112,47,4,23.9229,24.9229,25.9229,27.9229,False,False,False,False,21.9229,20.9229,19.9229,17.9229,False,False,False,False
val_tune,3151715056,7,CH,"[[20.3, 26.6]]",6.3,5-10s,27.9946,True,False,28.028,False,28.6286,False,29.029,False,27.5275,False,27.027,False,26.4264,True,29.162466666666667,False,27.861166666666666,False,28.028,False,0.0,20,60,0.0334,254,106,4,28.9946,29.9946,30.9946,32.9946,False,False,False,False,26.9946,25.9946,24.9946,22.9946,False,True,True,True
val_tune,7164729910,7,CH,"[[0.0, 19.9], [22.8, 27]]",24.1,>=10s,2.75,True,True,3.0,True,3.7916666666666665,True,4.541666666666667,True,2.5416666666666665,True,2.0416666666666665,True,1.2916666666666667,True,3.5416666666666665,True,2.5416666666666665,True,3.0,True,0.85,20,35,0.25,88,39,4,3.75,4.75,5.75,7.75,True,True,True,True,1.75,0.75,0.0,0.0,True,True,True,True
val_tune,8557532213,8,CW,"[[3.1, 10.2]]",7.1,5-10s,4.004,True,True,4.037366666666666,True,4.637966666666666,True,5.038366666666667,True,3.036366666666667,False,2.4024,False,2.0353666666666665,False,4.037366666666666,True,3.036366666666667,False,4.037366666666666,True,0.75,20,12,0.0334,51,17,4,5.004,6.004,7.004,9.004,True,True,True,True,3.004,2.004,1.004,0.0,False,False,False,False
val_tune,8783897632,7,TC,"[[12.2, 18.9]]",6.7,5-10s,23.1565,True,False,23.757066666666667,False,24.357666666666667,False,24.858166666666666,False,22.055366666666668,False,21.588233333333335,False,21.087733333333333,False,23.189833333333333,False,22.088733333333334,False,23.757066666666667,False,0.0,20,14,0.6006,117,51,4,24.1565,25.1565,26.1565,28.1565,False,False,False,False,22.1565,21.1565,20.1565,18.1565,False,False,False,True
val_tune,5333075105,6,CW,"[[34.2, 39.0]]",4.8,2-5s,37.037,True,True,37.504133333333336,True,38.038,True,38.6386,True,36.50313333333333,True,36.036,True,35.035,True,38.405033333333336,True,33.96726666666667,False,37.504133333333336,True,1.0,20,3,0.4671,156,63,4,38.037,39.0,39.0,39.0,True,True,True,True,36.037,35.037,34.037,32.037,True,True,False,False
