split,video,qid,type,gold_spans,gold_duration_s,duration_bucket,anchor_t,used_clip_anchor,anchor_in_gold,fwd_peak1_t,fwd_peak1_in_gold,fwd_peak2_t,fwd_peak2_in_gold,fwd_peak3_t,fwd_peak3_in_gold,bwd_peak1_t,bwd_peak1_in_gold,bwd_peak2_t,bwd_peak2_in_gold,bwd_peak3_t,bwd_peak3_in_gold,fwd_scene_t,fwd_scene_in_gold,bwd_scene_t,bwd_scene_in_gold,c3_next_survivor_t,c3_next_survivor_in_gold,c2_random_survivor_mean_in_gold,c2_n_draws,n_forward_peaks,dist_to_next_peak_s,n_survivors,n_peaks_in_video,n_retrieved,c1_fwd_1s_t,c1_fwd_2s_t,c1_fwd_3s_t,c1_fwd_5s_t,c1_fwd_1s_in_gold,c1_fwd_2s_in_gold,c1_fwd_3s_in_gold,c1_fwd_5s_in_gold,c1_bwd_1s_t,c1_bwd_2s_t,c1_bwd_3s_t,c1_bwd_5s_t,c1_bwd_1s_in_gold,c1_bwd_2s_in_gold,c1_bwd_3s_in_gold,c1_bwd_5s_in_gold
val_confirm,4279106208,10,CW,"[[0.0, 13.8]]",13.8,>=10s,2.16,True,True,2.4,True,2.88,True,3.6,True,1.92,True,1.2,True,0.48,True,3.08,True,1.52,True,2.4,True,0.6,20,29,0.24,75,32,4,3.16,4.16,5.16,7.16,True,True,True,True,1.16,0.16,0.0,0.0,True,True,True,True
val_confirm,2821968703,5,CW,"[[14.3, 21.0]]",6.7,5-10s,28.0947,True,False,28.4284,False,29.029,False,,,28.028,False,26.8268,False,25.9259,False,29.396033333333335,False,27.427400000000002,False,28.1281,False,0.0,20,2,0.3337,120,44,4,29.0947,30.0,30.0,30.0,False,False,False,False,27.0947,26.0947,25.0947,23.0947,False,False,False,False
val_confirm,4273039295,8,TN,"[[54.5, 59.5]]",5.0,5-10s,70.68,True,False,70.8,False,72.0,False,72.48,False,69.6,False,68.4,False,67.68,False,71.92,False,70.28,False,70.8,False,0.0,20,22,0.12,296,109,4,71.68,72.68,73.68,75.68,False,False,False,False,69.68,68.68,67.68,65.68,False,False,False,False
val_confirm,4273039295,7,TC,"[[40.9, 47.6]]",6.7,5-10s,70.68,True,False,70.8,False,72.0,False,72.48,False,69.6,False,68.4,False,67.68,False,71.92,False,70.28,False,70.8,False,0.0,20,22,0.12,296,109,4,71.68,72.68,73.68,75.68,False,False,False,False,69.68,68.68,67.68,65.68,False,False,False,False
val_confirm,10597533885,4,TN,"[[30.5, 38.0]]",7.5,5-10s,48.1148,True,False,49.416082749416084,False,50.483817150483816,False,51.418084751418085,False,47.41408074741408,False,46.91358024691358,False,46.07941274607941,False,48.481815148481815,False,47.34734734734735,False,48.248248248248245,False,0.0,20,13,1.3013,204,95,4,49.1148,50.1148,51.1148,53.1148,False,False,False,False,47.1148,46.1148,45.1148,43.1148,False,False,False,False
val_confirm,14012319794,8,CW,"[[0.1, 6.5]]",6.4,5-10s,1.5833,True,True,2.0,True,2.75,True,4.0,True,1.5,True,0.2916666666666667,True,,,2.0416666666666665,True,0.125,True,1.9166666666666667,True,0.0,20,141,0.4167,381,143,4,2.5833,3.5833,4.5833,6.5833,True,True,True,False,0.5833,0.0,0.0,0.0,True,False,False,False
val_confirm,3249402410,9,TN,"[[17.1, 21.3]]",4.2,2-5s,2.4024,True,False,3.003,False,3.5035,False,4.004,False,2.002,False,1.001,False,0.2002,False,3.036366666666667,False,1.4681333333333333,False,2.6693333333333333,False,0.15,20,34,0.6006,94,38,4,3.4024,4.4024,5.4024,7.4024,False,False,False,False,1.4024,0.4024,0.0,0.0,False,False,False,False
val_confirm,3784543730,1,CW,"[[10.4, 28]]",17.6,>=10s,16.7834,True,True,17.017,True,17.5175,True,18.018,True,16.483133333333335,True,16.016,True,15.648966666666666,True,17.350666666666665,True,16.049366666666668,True,17.017,True,1.0,20,20,0.2336,115,49,4,17.7834,18.7834,19.7834,21.7834,True,True,True,True,15.7834,14.7834,13.7834,11.7834,True,True,True,True
val_confirm,5658916668,6,TN,"[[14.8, 18.3]]",3.5,2-5s,12.646,True,False,13.046366666666666,False,13.6136,False,14.047366666666667,False,12.045366666666666,False,11.644966666666667,False,11.044366666666667,False,13.346666666666668,False,10.076733333333333,False,12.846166666666667,False,0.3,20,15,0.4004,88,37,4,13.646,14.646,15.646,17.646,False,False,True,True,11.646,10.646,9.646,7.646,False,False,False,False
val_confirm,4087654898,0,CH,"[[0.0, 3.1], [5.6, 8.0]]",5.5,5-10s,10.01,True,False,10.744066666666667,False,,,,,9.009,False,8.008,False,7.4074,True,11.011000000000001,False,8.174833333333334,False,10.276933333333334,False,0.0,20,1,0.7341,44,16,4,11.0,11.0,11.0,11.0,False,False,False,False,9.01,8.01,7.01,5.01,False,False,True,False
val_confirm,3471421544,4,CH,"[[12.5, 48.7]]",36.2,>=10s,32.032,True,True,33.033,True,33.50013333333333,True,34.034,True,31.4314,True,31.031,True,30.03,True,33.56686666666667,True,30.964266666666667,True,32.2322,True,0.8,20,43,1.001,239,100,4,33.032,34.032,35.032,37.032,True,True,True,True,31.032,30.032,29.032,27.032,True,True,True,True
val_confirm,4013751996,7,CW,"[[7.5, 11.1]]",3.6,2-5s,11.5949,True,False,12.470791666666667,False,13.096416666666666,False,13.722041666666666,False,11.219541666666666,False,10.552208333333333,True,10.01,True,12.554208333333332,False,8.75875,True,12.178833333333333,False,0.0,20,26,0.8759,103,41,4,12.5949,13.5949,14.5949,16.5949,False,False,False,False,10.5949,9.5949,8.5949,6.5949,True,True,True,False
val_confirm,6617533993,7,TC,"[[46.1, 48.9]]",2.8,2-5s,21.0417,True,False,21.291666666666668,False,22.041666666666668,False,22.541666666666668,False,20.666666666666668,False,20.041666666666668,False,18.791666666666668,False,24.208333333333332,False,17.416666666666668,False,21.291666666666668,False,0.0,20,48,0.25,186,74,4,22.0417,23.0417,24.0417,26.0417,False,False,False,False,20.0417,19.0417,18.0417,16.0417,False,False,False,False
val_confirm,7499763064,3,TC,"[[5.4, 19.3], [19.6, 25]]",19.3,>=10s,10.3854,True,True,10.885875,True,11.636625,True,12.887875,True,9.134125,True,8.675333333333333,True,7.882875,True,10.635625,True,9.926583333333333,True,10.885875,True,0.9,20,18,0.5005,82,32,4,11.3854,12.3854,13.3854,15.3854,True,True,True,True,9.3854,8.3854,7.3854,5.3854,True,True,True,False
val_confirm,4087654898,7,TN,"[[7.2, 10.8]]",3.6,2-5s,9.8765,True,True,10.01,True,10.744066666666667,True,,,9.009,True,8.008,True,7.4074,True,11.011000000000001,False,8.174833333333334,True,10.01,True,1.0,20,2,0.1335,44,16,4,10.8765,11.0,11.0,11.0,False,False,False,False,8.8765,7.8765,6.8765,4.8765,True,True,False,False
val_confirm,3851961428,4,CW,"[[2.7, 8.9]]",6.2,5-10s,4.8048,True,True,5.005,True,5.6056,True,6.006,True,4.4044,True,4.004,True,3.6036,True,5.438766666666667,True,3.6703333333333332,True,5.005,True,0.05,20,113,0.2002,276,122,4,5.8048,6.8048,7.8048,9.8048,True,True,True,False,3.8048,2.8048,1.8048,0.0,True,True,False,False
val_confirm,8563398032,5,TN,"[[31.4, 38.6]]",7.2,5-10s,59.56,True,False,60.04,False,60.52,False,61.24,False,58.84,False,58.12,False,57.64,False,61.52,False,56.32,False,60.04,False,0.0,20,34,0.48,272,122,4,60.56,61.56,62.56,64.56,False,False,False,False,58.56,57.56,56.56,54.56,False,False,False,False
val_confirm,4483447009,3,TN,"[[2.8, 9.4]]",6.6,5-10s,1.001,True,False,1.5015,False,2.002,False,2.6026,False,0.5005,False,,,,,1.0343666666666667,False,0.0,False,1.3346666666666667,False,0.25,20,44,0.5005,104,46,4,2.001,3.001,4.001,6.001,False,True,True,True,0.001,0.0,0.0,0.0,False,False,False,False
val_confirm,9409566840,2,CH,"[[1.0, 5.7], [12.5, 15.7], [29.9, 32.5]]",10.5,>=10s,0.4338,True,False,1.0343677010343677,True,1.9686353019686353,True,3.6036036036036037,True,,,,,,,1.2012012012012012,True,0.06673340006673341,False,1.0343677010343677,True,0.25,20,43,0.6006,126,44,4,1.4338,2.4338,3.4338,5.4338,True,True,True,True,0.0,0.0,0.0,0.0,False,False,False,False
val_confirm,14012319794,4,CW,"[[54.0, 65.6]]",11.6,>=10s,53.4167,True,False,54.0,True,55.125,True,56.0,True,52.916666666666664,False,52.0,False,51.458333333333336,False,53.541666666666664,False,52.458333333333336,False,53.5,False,0.2,20,79,0.5833,381,143,4,54.4167,55.4167,56.4167,58.4167,True,True,True,True,52.4167,51.4167,50.4167,48.4167,False,False,False,False
val_confirm,4626535366,4,CW,"[[11.5, 45.8]]",34.3,>=10s,13.9139,True,True,14.014,True,14.4144,True,15.015,True,13.5135,True,13.013,True,12.5125,True,15.949266666666666,True,6.940266666666667,False,14.014,True,1.0,20,59,0.1001,196,84,4,14.9139,15.9139,16.9139,18.9139,True,True,True,True,12.9139,11.9139,10.9139,8.9139,True,True,False,False
val_confirm,11584566583,3,CH,"[[6.7, 7.8]]",1.1,<2s,7.9079,True,False,8.008008008008009,False,9.075742409075742,False,9.442776109442777,False,7.5075075075075075,True,6.406406406406407,False,6.006006006006006,False,8.041374708041374,False,6.806806806806807,True,8.008008008008009,False,0.0,20,6,0.1001,45,16,4,8.9079,9.9079,10.9079,12.9079,False,False,False,False,6.9079,5.9079,4.9079,2.9079,True,False,False,False
val_confirm,8563398032,0,CW,"[[0.6, 6.8]]",6.2,5-10s,59.56,True,False,60.04,False,60.52,False,61.24,False,58.84,False,58.12,False,57.64,False,61.52,False,56.32,False,60.04,False,0.0,20,34,0.48,272,122,4,60.56,61.56,62.56,64.56,False,False,False,False,58.56,57.56,56.56,54.56,False,False,False,False
val_confirm,11565498775,2,CW,"[[10.4, 18.1]]",7.7,5-10s,38.6052,True,False,39.10573333333333,False,39.7397,False,40.4404,False,37.7377,False,36.8368,False,35.869166666666665,False,39.773066666666665,False,34.46776666666667,False,39.10573333333333,False,0.0,20,3,0.5005,143,59,4,39.6052,40.6052,41.0,41.0,False,False,False,False,37.6052,36.6052,35.6052,33.6052,False,False,False,False
val_confirm,4123211145,3,CW,"[[23.3, 26.8]]",3.5,2-5s,12.9796,True,False,13.013,False,13.6136,False,14.347666666666667,False,12.012,False,11.011,False,10.577233333333334,False,13.046366666666668,False,12.1121,False,13.013,False,0.0,20,127,0.0334,361,145,4,13.9796,14.9796,15.9796,17.9796,False,False,False,False,11.9796,10.9796,9.9796,7.9796,False,False,False,False
val_confirm,5603283408,3,CW,"[[18.8, 20.3]]",1.5,<2s,0.6673,True,False,1.2929583333333334,False,1.7934583333333334,False,2.544208333333333,False,0.5422083333333333,False,,,,,1.1678333333333333,False,0.0,False,1.1678333333333333,False,0.05,20,40,0.6256,102,41,4,1.6673,2.6673,3.6673,5.6673,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False
val_confirm,5840177726,1,CW,"[[0.1, 2.1]]",2.0,2-5s,6.7734,True,False,7.374033333333333,False,7.741066666666667,False,8.1081,False,6.039366666666667,False,5.5055,False,5.038366666666667,False,7.574233333333334,False,3.8371666666666666,False,7.374033333333333,False,0.0,20,9,0.6006,55,19,4,7.7734,8.7734,9.7734,11.7734,False,False,False,False,5.7734,4.7734,3.7734,1.7734,False,False,False,True
val_confirm,5421648216,1,CW,"[[0.2, 5.1], [9.5, 21.2], [34.2, 43]]",25.4,>=10s,16.4498,True,True,17.050366666666665,True,17.550866666666668,True,18.051366666666667,True,16.049366666666668,True,15.648966666666666,True,15.048366666666666,True,16.916900000000002,True,15.749066666666668,True,16.7167,True,0.35,20,36,0.6006,174,58,4,17.4498,18.4498,19.4498,21.4498,True,True,True,False,15.4498,14.4498,13.4498,11.4498,True,True,True,True
val_confirm,4782722858,3,TN,"[[7.0, 12.0]]",5.0,5-10s,46.56,True,False,46.8,False,47.28,False,48.0,False,46.32,False,45.6,False,45.0,False,48.04,False,43.24,False,46.8,False,0.0,20,5,0.24,166,67,4,47.56,48.56,49.0,49.0,False,False,False,False,45.56,44.56,43.56,41.56,False,False,False,False
val_confirm,5323654756,6,TN,"[[34.5, 42.6]]",8.1,5-10s,7.8412,True,False,8.008,False,8.5085,False,9.009,False,7.6076,False,7.007,False,6.006,False,10.944266666666667,False,7.6409666666666665,False,8.008,False,0.1,20,90,0.1668,272,104,4,8.8412,9.8412,10.8412,12.8412,False,False,False,False,6.8412,5.8412,4.8412,2.8412,False,False,False,False
val_confirm,4279106208,3,TP,"[[0.2, 7.8]]",7.6,5-10s,5.72,True,True,6.0,True,7.2,True,7.68,True,4.8,True,4.32,True,3.6,True,8.92,False,4.84,True,5.96,True,0.3,20,24,0.28,75,32,4,6.72,7.72,8.72,10.72,True,True,False,False,4.72,3.72,2.72,0.72,True,True,True,True
val_confirm,2835125654,2,TC,"[[27.7, 37.2]]",9.5,5-10s,37.704,True,False,38.038,False,38.571,False,39.039,False,37.037,True,36.036,True,35.502,True,38.20525783619818,False,37.6046511627907,False,37.904,False,0.0,20,15,0.334,189,80,4,38.704,39.704,40.704,42.704,False,False,False,False,36.704,35.704,34.704,32.704,True,True,True,True
val_confirm,6329077812,9,TN,"[[49.5, 61]]",11.5,>=10s,25.659,True,False,25.759066666666666,False,26.6266,False,27.060366666666667,False,25.058366666666668,False,24.057366666666667,False,23.556866666666668,False,26.359666666666666,False,24.9249,False,25.759066666666666,False,0.25,20,54,0.1001,246,93,4,26.659,27.659,28.659,30.659,False,False,False,False,24.659,23.659,22.659,20.659,False,False,False,False
val_confirm,4179163342,12,TN,"[[40.5, 44.5]]",4.0,2-5s,60.3603,True,False,60.5605,False,61.061,False,62.062,False,60.06,False,59.059,False,58.59186666666667,False,60.99426666666667,False,58.12473333333333,False,60.5605,False,0.0,20,19,0.2002,291,113,4,61.3603,62.3603,63.3603,65.3603,False,False,False,False,59.3603,58.3603,57.3603,55.3603,False,False,False,False
val_confirm,11587211476,4,CW,"[[44.0, 49]]",5.0,5-10s,13.6803,True,False,14.014014014014014,False,14.414414414414415,False,15.281948615281948,False,13.413413413413414,False,12.512512512512513,False,12.012012012012011,False,14.180847514180847,False,12.278945612278946,False,13.913913913913914,False,0.25,20,50,0.3337,173,67,4,14.6803,15.6803,16.6803,18.6803,False,False,False,False,12.6803,11.6803,10.6803,8.6803,False,False,False,False
val_confirm,11587211476,3,CW,"[[0.1, 8.2]]",8.1,5-10s,37.8045,True,False,38.20487153820487,False,38.67200533867201,False,39.03903903903904,False,37.27060393727061,False,36.63663663663664,False,36.00266933600267,False,38.33833833833834,False,37.10377043710377,False,37.87120453787121,False,0.0,20,17,0.4004,173,67,4,38.8045,39.8045,40.8045,42.8045,False,False,False,False,36.8045,35.8045,34.8045,32.8045,False,False,False,False
val_confirm,5658916668,1,CH,"[[7.1, 9.8]]",2.7,2-5s,5.7391,True,False,6.039366666666667,False,7.040366666666666,False,7.540866666666667,True,5.038366666666667,False,4.037366666666666,False,3.5368666666666666,False,6.2729333333333335,False,5.038366666666667,False,5.839166666666666,False,0.15,20,28,0.3003,88,37,4,6.7391,7.7391,8.7391,10.7391,False,True,True,False,4.7391,3.7391,2.7391,0.7391,False,False,False,False
val_confirm,2835125654,6,TC,"[[0.0, 11.2]]",11.2,>=10s,10.41,True,True,10.61,True,11.011,True,11.611,False,10.01,True,9.009,True,8.008,True,10.644084934277048,True,9.843276036400404,True,10.61,True,0.05,20,64,0.2,189,80,4,11.41,12.41,13.41,15.41,False,False,False,False,9.41,8.41,7.41,5.41,True,True,True,True
val_confirm,2920952624,4,CW,"[[9.2, 10.3]]",1.1,<2s,23.5235,True,False,23.77375,False,24.5245,False,25.025,False,23.148125,False,22.5225,False,22.022,False,23.606916666666663,False,22.93958333333333,False,23.77375,False,0.0,20,15,0.2503,111,47,4,24.5235,25.5235,26.5235,28.5235,False,False,False,False,22.5235,21.5235,20.5235,18.5235,False,False,False,False
val_confirm,8177965766,1,TP,"[[9.4, 11.6]]",2.2,2-5s,3.0,True,False,3.125,False,3.9166666666666665,False,4.375,False,2.5416666666666665,False,2.0833333333333335,False,1.5416666666666667,False,3.5,False,2.7916666666666665,False,3.125,False,0.15,20,38,0.125,95,42,4,4.0,5.0,6.0,8.0,False,False,False,False,2.0,1.0,0.0,0.0,False,False,False,False
val_confirm,2552130183,10,TN,"[[60.8, 67.6]]",6.8,5-10s,7.474,True,False,8.008,False,8.541,False,9.009,False,7.007,False,6.539,False,6.006,False,8.608695652173914,False,6.172901921132457,False,7.674,False,0.05,20,139,0.534,361,151,4,8.474,9.474,10.474,12.474,False,False,False,False,6.474,5.474,4.474,2.474,False,False,False,False
val_confirm,3452354871,1,CW,"[[8.2, 11.4]]",3.2,2-5s,4.004,True,False,4.5045,False,5.005,False,5.4054,False,3.6036,False,3.003,False,2.002,False,4.537866666666667,False,2.9362666666666666,False,4.5045,False,0.2,20,23,0.5005,69,30,4,5.004,6.004,7.004,9.004,False,False,False,True,3.004,2.004,1.004,0.0,False,False,False,False
val_confirm,8208035645,4,TC,"[[13.2, 14]]",0.8,<2s,1.9686,True,False,2.0353666666666665,False,2.5358666666666667,False,3.036366666666667,False,1.0343666666666667,False,0.23356666666666667,False,,,5.372033333333333,False,0.06673333333333334,False,2.0353666666666665,False,0.05,20,22,0.0667,58,24,4,2.9686,3.9686,4.9686,6.9686,False,False,False,False,0.9686,0.0,0.0,0.0,False,False,False,False
val_confirm,8177965766,0,TN,"[[3.5, 6.8]]",3.3,2-5s,0.5417,True,False,1.5416666666666667,False,2.0833333333333335,False,2.5416666666666665,False,0.125,False,,,,,2.7916666666666665,False,0.0,False,1.2916666666666667,False,0.15,20,41,1.0,95,42,4,1.5417,2.5417,3.5417,5.5417,False,False,True,True,0.0,0.0,0.0,0.0,False,False,False,False
val_confirm,9735768590,5,TN,"[[11.1, 14.4]]",3.3,2-5s,15.3153,True,False,15.515515515515515,False,16.016016016016017,False,17.08375041708375,False,14.647981314647982,False,14.014014014014014,True,13.279946613279947,True,16.716716716716718,False,15.015015015015015,False,15.448782115448783,False,0.0,20,10,0.2002,80,28,4,16.3153,17.3153,18.3153,20.3153,False,False,False,False,14.3153,13.3153,12.3153,10.3153,True,True,True,False
val_confirm,6617533993,4,CH,"[[19.4, 22.2]]",2.8,2-5s,50.9167,True,False,51.291666666666664,False,51.916666666666664,False,52.541666666666664,False,50.041666666666664,False,49.416666666666664,False,48.791666666666664,False,52.291666666666664,False,50.166666666666664,False,51.041666666666664,False,0.0,20,8,0.375,186,74,4,51.9167,52.9167,53.9167,55.9167,False,False,False,False,49.9167,48.9167,47.9167,45.9167,False,False,False,False
val_confirm,7888256388,4,TC,"[[0.0, 1.9]]",1.9,<2s,15.6823,True,False,16.049366666666668,False,16.449766666666665,False,17.050366666666665,False,15.4154,False,15.048366666666666,False,14.047366666666667,False,15.882533333333333,False,14.047366666666667,False,16.049366666666668,False,0.0,20,9,0.367,88,36,4,16.6823,17.6823,18.6823,20.6823,False,False,False,False,14.6823,13.6823,12.6823,10.6823,False,False,False,False
val_confirm,6163877860,0,CW,"[[3.1, 54.8]]",51.7,>=10s,10.1667,True,True,11.291666666666666,True,11.791666666666666,True,12.541666666666666,True,10.041666666666666,True,8.791666666666666,True,8.041666666666666,True,11.166666666666666,True,9.916666666666666,True,11.041666666666666,True,0.75,20,102,1.125,288,116,4,11.1667,12.1667,13.1667,15.1667,True,True,True,True,9.1667,8.1667,7.1667,5.1667,True,True,True,True
val_confirm,7330294814,7,TN,"[[7.7, 9.3]]",1.6,<2s,34.7013,True,False,35.06836666666667,False,35.66896666666667,False,36.06936666666667,False,34.56786666666667,False,34.067366666666665,False,33.06636666666667,False,36.9369,False,34.16746666666667,False,34.90153333333333,False,0.0,20,74,0.367,307,132,4,35.7013,36.7013,37.7013,39.7013,False,False,False,False,33.7013,32.7013,31.7013,29.7013,False,False,False,False
val_confirm,3402648543,6,TN,"[[2.3, 5.8]]",3.5,2-5s,2.8779,True,True,3.2115416666666667,True,3.75375,True,5.005,True,2.5025,True,1.876875,False,1.25125,False,3.5035,True,2.5859166666666664,True,3.2115416666666667,True,0.15,20,25,0.3337,70,29,4,3.8779,4.8779,5.8779,7.8779,True,True,False,False,1.8779,0.8779,0.0,0.0,False,False,False,False
val_confirm,11565498775,8,TN,"[[12.3, 17.0]]",4.7,2-5s,17.4841,True,False,17.7177,False,18.7187,False,19.352666666666668,False,17.283933333333334,False,16.282933333333332,True,15.7157,True,18.351666666666667,False,16.783433333333335,True,17.650966666666665,False,0.0,20,34,0.2336,143,59,4,18.4841,19.4841,20.4841,22.4841,False,False,False,False,16.4841,15.4841,14.4841,12.4841,True,True,True,True
val_confirm,5047408177,0,CW,"[[0.0, 17.3]]",17.3,>=10s,29.2,True,False,30.0,False,32.0,False,34.0,False,28.0,False,26.0,False,24.8,False,31.066666666666666,False,27.266666666666666,False,29.8,False,0.0,20,11,0.8,87,34,4,30.2,31.2,32.2,34.2,False,False,False,False,28.2,27.2,26.2,24.2,False,False,False,False
val_confirm,3402648543,9,TN,"[[6.1, 21.6]]",15.5,>=10s,11.1361,True,True,11.26125,True,12.5125,True,13.138125,True,10.01,True,9.25925,True,8.75875,True,12.178833333333332,True,10.176833333333333,True,11.177833333333334,True,1.0,20,14,0.1251,70,29,4,12.1361,13.1361,14.1361,16.1361,True,True,True,True,10.1361,9.1361,8.1361,6.1361,True,True,True,True
val_confirm,14012319794,9,CW,"[[75.0, 80.3], [92.6, 98.0]]",10.7,>=10s,82.1667,True,False,83.375,False,84.0,False,84.83333333333333,False,82.0,False,81.5,False,80.0,True,82.625,False,80.25,True,82.33333333333333,False,0.25,20,50,1.2083,381,143,4,83.1667,84.1667,85.1667,87.1667,False,False,False,False,81.1667,80.1667,79.1667,77.1667,False,True,True,True
val_confirm,7691172922,1,TC,"[[19.4, 23.6]]",4.2,2-5s,40.04,True,False,40.5405,False,41.041,False,41.4414,False,39.039,False,38.038,False,37.6376,False,43.77706666666667,False,33.9339,False,40.10673333333333,False,0.0,20,14,0.5005,216,76,4,41.04,42.04,43.04,45.04,False,False,False,False,39.04,38.04,37.04,35.04,False,False,False,False
